"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003.10",1864.20730767263,0.19696994151151,0.062162366530016,3.168636467796,0.00153155828981968,0.00489802261130128
"ENSG00000000005.5",0.314667952394184,0.211633488100629,3.8926648138646,0.0543672517980096,0.956642569530038,NA
"ENSG00000000419.8",920.208902092263,0.352766001743087,0.0945159141271716,3.73234502359505,0.000189705413377052,0.000745879866385374
"ENSG00000000457.9",402.003091681985,-0.205517012040271,0.132942038297484,-1.5459144050461,0.122125241123903,0.213887561371429
"ENSG00000000460.12",641.583326368723,0.673587617780346,0.109302993848255,6.16257244257633,7.15725694225426e-10,6.54129662414265e-09
"ENSG00000000938.8",0,NA,NA,NA,NA,NA
"ENSG00000000971.11",485.707288076958,-0.309340746853115,0.138592911191605,-2.23200987838007,0.0256143100555073,0.0578312771990716
"ENSG00000001036.9",8349.46357488058,0.624413109941289,0.0619684974577328,10.0762990157569,7.03252825397593e-24,2.16936752520267e-22
"ENSG00000001084.6",6686.56353364278,0.391842771074544,0.110585955049115,3.54333216094678,0.000395104717026401,0.00145260406180308
"ENSG00000001167.10",1848.71446407797,0.10447997110692,0.107441197789195,0.972438629285524,0.330832382163642,0.465250992457466
"ENSG00000001460.13",681.631047165793,-0.688038674667363,0.100224074653516,-6.86500401271827,6.64893841385171e-12,7.64769585314833e-11
"ENSG00000001461.12",1503.31150640414,-0.535432892993542,0.114373046641963,-4.68146043769979,2.84838372453706e-06,1.56743372133462e-05
"ENSG00000001497.12",1672.76311614085,0.687741003557754,0.111890924963881,6.14653068405467,7.91960081067511e-10,7.19337830223687e-09
"ENSG00000001561.6",213.9990846152,-0.303139486222784,0.177782786618392,-1.70511156894772,0.0881736183720737,0.164302706604835
"ENSG00000001617.7",313.833793389543,0.581473315866886,0.135738338750648,4.28378099525039,1.83743782580545e-05,8.76283251674221e-05
"ENSG00000001626.10",704.463967093758,-1.68773993318358,0.18931251081282,-8.91509983115857,4.8737697286607e-19,1.07097287321113e-17
"ENSG00000001629.5",3244.06545606546,-0.162502889417617,0.149221055106499,-1.08900777642698,0.27615045643691,0.405646860951997
"ENSG00000001630.11",4706.28999492956,0.890090863954253,0.0869052516853793,10.24208372558,1.28439858615031e-24,4.08660807518748e-23
"ENSG00000001631.10",1335.96977346343,0.0516366904762914,0.122318166570225,0.422150625080257,0.672915078115557,0.772377171097796
"ENSG00000002016.12",271.474047607141,-0.0962711249657831,0.185723550749431,-0.518357120447624,0.604209126276469,0.716599545957336
"ENSG00000002330.9",1111.88487817748,0.271552837815726,0.12768446760639,2.1267491881067,0.0334409281933945,0.0726947425626877
"ENSG00000002549.8",2016.00905350056,0.519703340257793,0.0670101189947776,7.75559494676162,8.79302614848038e-15,1.31976884591881e-13
"ENSG00000002586.13",17378.0268673703,0.14862985748483,0.100148937153216,1.48408821610801,0.137785518982351,0.235185126467029
"ENSG00000002587.5",101.495822298161,0.695383596673282,0.49128760154319,1.41543078736162,0.156942228119268,0.260981661317526
"ENSG00000002726.15",0.228912348543053,0.231075937673331,4.08045587180456,0.0566299317853274,0.954839990680652,NA
"ENSG00000002745.8",8.74898790940533,2.31627225152422,0.663326563684274,3.49190335248915,0.000479591746225054,0.00172484750835326
"ENSG00000002746.10",24.5132093265879,-1.680867029006,0.483650776664773,-3.47537336877067,0.000510142779726384,0.00182137617232557
"ENSG00000002822.11",477.070210921495,0.223983919675965,0.203331450577743,1.10157046064217,0.27064845632268,0.399521625206983
"ENSG00000002834.13",12880.0545197527,0.738696548125185,0.0499221690300326,14.7969642040351,1.53244592009054e-49,1.5707570680928e-47
"ENSG00000002919.10",936.409300118301,-0.24598828377226,0.112001019754069,-2.19630396502102,0.0280701941290272,0.0625219081171222
"ENSG00000002933.3",0.415317101124048,-1.25121495460871,4.00533153234224,-0.312387362820133,0.754746153189899,NA
"ENSG00000003056.3",2884.94862857399,-0.0858050505440737,0.0562039721531404,-1.52667235529686,0.126842504939343,0.220544207511049
