"","1","2","3","4","5","6","7","8","9"
"ENSG00000000003.10",1772.94261907285,1522.9782679601,1676.91865439218,1754.5325175681,1640.52461114116,1821.33724738728,1725.65206379436,1663.75549566268,1712.55373195052
"ENSG00000000005.5",0,0,0,0,0.981342717762931,0,0,0,0
"ENSG00000000419.8",867.497318418451,724.928390733752,746.400347528439,977.65647545394,826.264291586287,1190.59732687286,1046.75725680559,998.625154251864,1040.37786868073
"ENSG00000000457.9",392.998979392024,480.955300833054,495.579550011186,378.343634583232,386.484945908755,233.328818394703,345.254697402745,385.382535093987,335.50583559165
"ENSG00000000460.12",338.62040923481,441.129509203739,409.2597739285,564.061215843234,634.838413180658,383.497580719674,780.014232988274,901.186847648515,951.752278503994
"ENSG00000000938.8",0,0,0,0,0.885353022787215,1.17847948501231,3.55346350219645,0,0
"ENSG00000000971.11",756.357423359264,755.399949706128,761.651203153724,572.019242393569,562.21221877687,713.235727177634,687.159218763852,771.470645609817,729.056765812751
"ENSG00000001036.9",5702.85114391083,5461.3801751332,5562.70822573378,8910.01725398314,8462.26326032211,9817.32352639797,8995.04994092838,8410.97686105137,8369.13445346434
"ENSG00000001084.6",4719.66947891793,5685.10485362887,5087.81438933546,9127.41613366341,10128.7559236835,4949.73044019972,4790.47027649947,5133.88983400979,5609.06269827636
"ENSG00000001167.10",1460.70100989006,1759.17392781673,1618.35612653763,1823.97185714128,2067.33159117657,686.927831782129,1885.06903394328,2245.9630246357,2316.26513395646
"ENSG00000001460.13",555.994140481714,491.492163656641,537.686570602548,392.091403187922,419.397661918802,349.597058489488,438.639255926757,394.388321212126,396.177163234968
"ENSG00000001461.12",1134.01169662912,1428.66216024387,1375.88312639837,1068.12704697841,1150.72900083807,531.437642820787,924.22298709276,1131.5794270743,1164.35856342995
"ENSG00000001497.12",924.376877327045,774.264176774266,983.110431598199,1658.86316327761,1585.75475281439,2992.64754384218,2182.72159542238,2016.2635390395,1879.61730969427
"ENSG00000001561.6",107.480913065889,136.427125410584,121.580863844974,117.72048715183,189.307377250376,64.3868446859139,91.5026383312661,148.990279234129,126.379407919378
"ENSG00000001617.7",272.920320004518,226.862153765738,250.278866085893,205.226956502064,185.375049587294,164.041150431613,160.056876476646,214.564409577893,189.08738931753
"ENSG00000001626.10",303.03908580655,531.363196372333,377.053116564266,513.639210686507,440.515677828031,203.493261538007,685.482798386643,770.466355068542,1044.23048825121
"ENSG00000001629.5",2144.96559396083,2930.3490279858,2460.24551670928,2686.23428942524,2887.08700229522,847.851388967927,1998.89094968397,2586.60331473997,2522.86483890073
"ENSG00000001630.11",2528.90180725426,2755.37524964408,2958.98722973839,4794.4283232105,4929.10644134225,3389.57555211016,3519.3304341093,3727.38914435486,3894.96858136709
"ENSG00000001631.10",1155.73072859512,1500.01324051394,1297.78458852855,1271.96730826046,1625.54617782159,462.808601300271,1244.25752862221,1428.66309983203,1480.52280948374
"ENSG00000002016.12",259.621598145102,251.566319462342,299.410412832492,312.09991064119,292.905887904149,135.417059682221,290.043247061867,281.845870193369,254.531152103033
"ENSG00000002330.9",1432.6501807551,984.900654119649,1182.3802961912,1451.53620656385,990.807115431177,4449.31423516813,1570.52054587928,1240.47923187207,1190.95717947259
"ENSG00000002549.8",1168.74234565972,1046.80417798238,1232.88574542437,1871.7573311017,1793.08579258678,2303.26419947547,2282.22486789143,2065.31403931189,2074.5833288024
"ENSG00000002586.13",20050.7568789004,15713.0422060981,17494.5932419727,19820.5451604801,19750.3443160853,43246.374194123,22570.1907785458,18967.7386746188,18253.7517710049
"ENSG00000002587.5",102.533170480789,54.2375450129039,73.8998355431833,92.5630075719943,82.5460238219681,53.4760475236183,89.0268400881004,165.842954576325,201.441138540911
"ENSG00000002726.15",0,1.03095905533775,0,0,0,1.17523526448473,0,0,0
"ENSG00000002745.8",1.73110696593198,1.67301445808137,5.4969913227686,14.3067543644543,5.40308599884388,6.51617666970097,4.35145406018587,4.5410066064839,12.5954789034225
"ENSG00000002746.10",14.4879888291121,25.5857496333397,15.623358829705,14.6581914401818,17.9817860793888,1.02431809757104,4.57570919730527,7.04516140244516,13.9571719605631
"ENSG00000002822.11",335.832640873627,283.016942877348,293.739292295811,620.428547899781,439.126268591342,1036.00915730418,622.008149874613,440.109764491286,569.875183199049
"ENSG00000002834.13",12015.5137209098,12255.3263814144,12155.0633544077,16987.6780767772,16822.763204421,12517.0946161668,14135.1922527859,13731.3843866071,13646.0104537398
"ENSG00000002919.10",1196.73458518185,1113.57322014833,1151.63008947876,841.593513293275,908.121732448812,1142.8588571346,826.168501688771,767.265371693637,805.82690467681
"ENSG00000002933.3",0,0,0,0,0,0,0,0,0
"ENSG00000003056.3",2762.31523532215,2686.15312734479,2702.56122256386,2605.4711281117,2521.95192737556,4052.92422394135,2297.45868272836,2165.98901397834,2137.34775306759
"ENSG00000003096.9",13.6189849046368,17.8400967086182,22.1113994790309,18.4727110298152,21.6055296382877,16.9847763796221,29.5776058155108,41.2674587326766,33.6079310811302
"ENSG00000003137.4",2340.16674676282,2899.38143479129,2656.40755964569,3707.40098574656,4133.41884073622,1337.2797701572,3784.65636050448,3883.75689121525,4122.33039658265
"ENSG00000003147.13",189.965671036434,131.928152708491,228.716479485222,304.000800808081,213.547340954809,366.419014013807,178.401259422599,126.35957933492,196.944829976107
"ENSG00000003249.9",3078.94290804458,2643.26976823497,2810.17569366432,3466.19205693083,3018.9896921803,4337.74988164528,2987.5030371822,2564.97624072755,2487.53504835248
"ENSG00000003393.10",1956.55266272313,2346.27574024579,2077.28350041414,1241.38001080656,1601.84230951341,696.749613250952,1122.12007385347,1245.4974740855,1161.10780994689
"ENSG00000003400.10",536.87223442238,556.049761201994,609.483421746931,458.459390182911,511.215932732729,462.493865559997,518.709199311253,519.573037395102,456.344057709837
"ENSG00000003402.15",8708.94912471997,10120.5286330945,9698.38770305395,2668.17007165807,3238.72520714182,2686.24410139071,3529.7084698439,3698.73259027741,3974.37618607691
"ENSG00000003436.10",9094.87989422467,10474.6942613811,10036.6604437887,8972.09934702382,9916.12214189953,7897.91800413964,8516.04557269005,9401.8167017608,9388.82907884278
"ENSG00000003509.11",231.614575752255,250.121107610989,237.651003365116,359.337315048188,459.502240347286,518.318061266418,363.110111552854,333.301292675739,373.013691360454
"ENSG00000003756.12",1936.21264968715,1877.06233242094,1779.22113232387,1900.85027871418,1946.61930013675,2287.91095399011,1578.71322483061,1603.19109393344,1619.0080153044
"ENSG00000003987.9",65.8488870632955,69.5582469365834,44.5861517578694,73.588564795766,80.304146501063,82.1845064330167,35.7935396254628,46.3405174882197,69.1132701433852
"ENSG00000003989.12",3426.99550233177,5709.93525975562,4518.37663282582,6120.6280368447,8365.82604097859,2542.11962753053,3511.18743591949,4815.82780004956,5326.15636601065
"ENSG00000004059.6",5691.28442236476,4113.94946973746,4523.46258410405,4646.83921754363,3766.89658853904,11226.5272442732,6005.13571169248,5164.99149732092,4799.62915422033
"ENSG00000004139.9",78.165750749054,28.7389366991774,32.503322111853,47.1399463227823,36.7901642257212,1696.46585930449,131.785310949607,20.0082961625164,25.6587747890809
"ENSG00000004142.7",4536.50325045254,3811.61061018869,4009.07163337027,3347.18510900592,3185.2095272976,5371.64031886304,4028.04154578986,3573.95966319497,3397.19572105349
"ENSG00000004399.8",611.047101149972,491.153985697002,471.104699575377,605.479410322721,509.743737514187,1744.59736305012,476.594474877683,442.414021460154,557.324430625279
"ENSG00000004455.12",4676.18344362536,4481.93558048838,4364.25463662183,4727.24653016445,4372.63625869997,7008.11417085544,5419.43228929577,5099.56976934742,5021.76358635571
"ENSG00000004468.8",14.798111713627,61.4587457690361,34.0422789764624,2.82390928363766,4.07897349723263,4.00002843269359,3.05202021363065,4.71920779505043,45.2776069942219
"ENSG00000004478.5",2266.11257232761,1934.08221206143,2120.26847269198,4102.31599111521,3669.34673462888,5940.67218585282,4957.25099026012,4479.16543726907,4222.99085012089
"ENSG00000004487.11",4671.99293816122,4044.3240584883,4355.84470445873,6205.85117006267,5578.42963605953,10846.5617242265,7801.52712301405,7518.43677454435,7164.04748891981
"ENSG00000004534.10",1845.54886519854,1538.64153729566,1589.37788249989,1243.69681358366,1181.42632415892,2217.57561466094,1304.09208284247,1165.19820785592,1159.67442364602
"ENSG00000004660.10",74.4743179873377,79.1870898350107,83.6195963082377,117.293809889356,146.385472155636,217.760437338752,130.962782669525,124.417876538026,136.961142648258
"ENSG00000004700.11",1026.55226820455,1123.07116839264,1133.28850184416,1074.9736144817,1272.58077846359,442.297435269228,970.110774524785,1299.16606721944,1483.41368105431
"ENSG00000004766.11",599.144287420888,620.109403703938,545.043492275265,833.814913373094,793.491997626544,398.551255218251,659.628368123755,733.91684598914,723.423039883218
"ENSG00000004776.7",6.26199920141479,2.89932042003681,5.68898458894859,2.77628471951336,10.6419694082491,7.51905661620747,8.27549833552166,3.83734609333534,11.5042031817445
"ENSG00000004777.14",494.223474381567,375.239341459057,382.040814558186,386.27035419062,352.489901642596,496.339560296785,797.104892435706,677.919114735875,689.497465224751
"ENSG00000004779.5",1709.72192845148,1324.79771171693,1410.17775561093,2815.97295488374,2209.62362225541,6917.38655761713,3475.68973467273,3135.65607324318,2933.07343788146
"ENSG00000004799.7",92.1229114765902,112.817533465609,102.311876340153,148.473103338685,175.949692490236,54.30155108164,99.8765397829307,92.6323186280806,94.4032830050095
"ENSG00000004809.9",0,0,0,0,0,0,0,0,0
