"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003.10",1779.96076624144,0.0351540543199481,0.0660320609156861,0.532378572354951,0.594463822884055,0.752942053235089
"ENSG00000000005.5",0.207420051679474,0.999052969422479,5.26790435362004,0.189649033535687,0.849584161207488,NA
"ENSG00000000419.8",928.476001546475,-0.0387134490795298,0.126720057540374,-0.305503720807539,0.759982536550737,0.866981258491321
"ENSG00000000457.9",391.633104850622,-0.101624401256198,0.181510408010553,-0.559881950407437,0.575559960992232,0.737823963262015
"ENSG00000000460.12",620.982144060904,-0.739633688230925,0.166121130693933,-4.45237571608907,0.0000084925397100174,0.000139823923234152
"ENSG00000000938.8",0.325405126287646,-0.770729686114387,5.16005834027751,-0.149364529485715,0.881265999088063,NA
"ENSG00000000971.11",596.833836223582,-0.244088653527213,0.128565459998582,-1.89855544039516,0.0576229518705656,0.168796472960489
"ENSG00000001036.9",8041.69046684668,0.0801736591083339,0.0664039237873924,1.20736327818562,0.227292271123458,0.416936225862442
"ENSG00000001084.6",6411.04669199546,0.640351110814756,0.204871967127741,3.12561606056863,0.00177433039264385,0.0126702761525515
"ENSG00000001167.10",1804.77968273745,-0.495022115307587,0.276762450177351,-1.78861733226589,0.0736764645863086,0.199306761593059
"ENSG00000001460.13",557.147449356513,-0.0746520650595313,0.101570393719791,-0.73497859293013,0.462352531561739,0.648636128670099
"ENSG00000001461.12",1300.70488353404,-0.227871272326633,0.224607859277937,-1.0145293804909,0.310330217343609,0.508123825474708
"ENSG00000001497.12",1671.74024454185,0.0414312940062622,0.207598970006912,0.1995736973304,0.841814000413985,0.914665242742231
"ENSG00000001561.6",167.652836940489,0.00796366168954452,0.303040631437446,0.0262791878823958,0.979034654842226,0.988231686759835
"ENSG00000001617.7",259.54758945551,-0.0164671331543797,0.14746092834196,-0.111671161571645,0.911084146006451,0.953594225377379
"ENSG00000001626.10",623.795234557267,-1.11029157364298,0.310603705302034,-3.57462436761119,0.000350731069045342,0.00333680143227138
"ENSG00000001629.5",2781.00111347727,-0.147660641828574,0.323117831929449,-0.456986978857963,0.647680404718525,0.791695229982108
"ENSG00000001630.11",4145.83460427357,0.236032917315799,0.129693144233963,1.81993364961529,0.0687691097728867,0.189959623767645
"ENSG00000001631.10",1307.52683763587,-0.308713668392934,0.304420452565172,-1.0141029152003,0.310533647148316,0.508295413966434
"ENSG00000002016.12",267.712643703142,-0.162363760663797,0.255085739784892,-0.636506614602271,0.524446271049703,0.698138010908892
"ENSG00000002330.9",1375.65951154795,0.791282109574132,0.384803441834471,2.05632804582479,0.0397509067330472,0.13081077439185
"ENSG00000002549.8",1884.49160326589,-0.102397216354113,0.0995170720475838,-1.0289412082497,0.303507302593303,0.50061057271871
"ENSG00000002586.13",19700.8058667661,0.475345172586733,0.246071389336836,1.93173685842873,0.0533919929761492,0.160000040979117
"ENSG00000002587.5",102.085991235981,-0.991149643074724,0.499544177602226,-1.98410808796164,0.0472437916893288,0.146782359227698
"ENSG00000002726.15",0.23699755833351,1.03572640765643,5.26790435362004,0.196610708572318,0.84413218995309,NA
"ENSG00000002745.8",7.42118681266528,0.325138847470719,0.630294951203639,0.515851898940042,0.605957851494432,0.761696754541338
"ENSG00000002746.10",18.4155758399588,0.377943916533562,0.666900475208614,0.566717119845112,0.570906387605069,0.734400172212885
"ENSG00000002822.11",497.1435023964,0.365612402392739,0.280394819454933,1.30391996222849,0.192260873223268,0.374918403132154
"ENSG00000002834.13",13382.250812014,0.160104247751693,0.0933621410369869,1.71487335201819,0.0863684493024159,0.222135456033164
"ENSG00000002919.10",956.772970910282,0.273414960210688,0.124376196276047,2.19829009406154,0.0279284398717132,0.101833415192615
"ENSG00000002933.3",0.198347587027994,0,5.26790435362004,0,1,NA
